record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch
F037,bigi2004,MFHE subfraction 9,fraction_mixture,MFHE-9,Ricinus communis,Dry leaves,0.5,mg/mL,500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 2,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F038,bigi2004,MFHE subfraction 10,fraction_mixture,MFHE-10,Ricinus communis,Dry leaves,0.5,mg/mL,500.0,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 2,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F039,bigi2004,MFHE subfraction 11,fraction_mixture,MFHE-11,Ricinus communis,Dry leaves,1,mg/mL,1000,remaining_growth,=,20,percent,20,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Mixture/fraction response only; not eligible as a pure-compound label,Table 2,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F040,bigi2004,Ricinine,pure_compound,,Ricinus communis,Leaves; isolated from methanol fraction of DCM extract,1,mg/mL,1000,qualitative_fungal_effect,=,Interpreted as no effect; source wording defective,text,,,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus).,30 days at 25±1°C,Hold out from numeric and binary training until defective outcome wording is resolved,PDF 3 says: “Pure ricinine have any effect on L gongylophorus at the concentration tested (1 mg ml−1).” Null interpretation follows abstract/context contrasting fatty-acid fungal activity and ricinine ant activity. No quantitative growth value is printed.,Active fractions are mixtures. MFHE-9 also contains glycosylsteroids. Palmitic-acid abundance is not a pure-compound activity result. Ricinine sentence is malformed and no quantitative growth value is tabulated; retain a provisional qualitative interpretation.,PDF 3–4 / printed 935–936; Tables 1–3 and results prose,https://doi.org/10.1002/ps.892,sources/bigi2004.pdf,bigi2004,,,,,,1
F041,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium cepa,Peeled bulbs,,,,IC50,=,1241.55,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate within tested concentration range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,1166.65,1322.4,boulogne2012,2
F042,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium cepa,Peeled bulbs,,,,IC99,=,4356.06,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate outside tested 500–2000 range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,4036.97,4745.02,boulogne2012,2
F043,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium cepa,Peeled bulbs,500,µg/mL,500,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F044,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium cepa,Peeled bulbs,1000,µg/mL,1000,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F045,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium cepa,Peeled bulbs,2000,µg/mL,2000,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F046,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium sativum,Peeled pods as printed; related French thesis says cloves,,,,IC50,=,358.36,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate outside tested 500–2000 range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,326.63,388.96,boulogne2012,2
F047,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium sativum,Peeled pods as printed; related French thesis says cloves,,,,IC99,=,1344.02,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate within tested concentration range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,1279.89,1416.76,boulogne2012,2
F048,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium sativum,Peeled pods as printed; related French thesis says cloves,500,µg/mL,500,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F049,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium sativum,Peeled pods as printed; related French thesis says cloves,1000,µg/mL,1000,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F050,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Allium sativum,Peeled pods as printed; related French thesis says cloves,2000,µg/mL,2000,MTT_color,=,"Yellow, no blue conversion",categorical,,,−,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F051,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Solanum lycopersicum [Lycopersicon esculentum in source],Green fruit,,,,IC50,=,2262.29,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate outside tested 500–2000 range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,2189.4,2353.74,boulogne2012,2
F052,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Solanum lycopersicum [Lycopersicon esculentum in source],Green fruit,,,,IC99,=,3547.4,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate outside tested 500–2000 range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,3321.05,3852.19,boulogne2012,2
F053,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Solanum lycopersicum [Lycopersicon esculentum in source],Green fruit,500,µg/mL,500,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F054,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Solanum lycopersicum [Lycopersicon esculentum in source],Green fruit,1000,µg/mL,1000,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F055,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Solanum lycopersicum [Lycopersicon esculentum in source],Green fruit,2000,µg/mL,2000,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F056,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Manihot esculenta,Leaves,,,,IC50,=,553.32,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate within tested concentration range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,528.12,578.33,boulogne2012,2
F057,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Manihot esculenta,Leaves,,,,IC99,=,1352.21,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate within tested concentration range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,1292.89,1420.25,boulogne2012,2
F058,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Manihot esculenta,Leaves,500,µg/mL,500,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F059,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Manihot esculenta,Leaves,1000,µg/mL,1000,MTT_color,=,Blue conversion,categorical,,,+,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F060,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Manihot esculenta,Leaves,2000,µg/mL,2000,MTT_color,=,"Yellow, no blue conversion",categorical,,,−,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F061,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Senna alata,Leaves,,,,IC50,=,251.51,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate outside tested 500–2000 range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,170.65,325.39,boulogne2012,2
F062,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Senna alata,Leaves,,,,IC99,=,350.78,µg/mL,,,,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Extract/preparation concentration endpoint; preserve extrapolation and unresolved fit basis,"Table 3 n=24 as reported; same fitted curve, not independent endpoints. Estimate outside tested 500–2000 range.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,,Nominal freeze-dried plant preparation per medium volume; solid/liquid fit basis not specified in Table 3,209.84,538.8,boulogne2012,2
F063,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Senna alata,Leaves,500,µg/mL,500,MTT_color,=,"Yellow, no blue conversion",categorical,,,−,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F064,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Senna alata,Leaves,1000,µg/mL,1000,MTT_color,=,"Yellow, no blue conversion",categorical,,,−,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F065,boulogne2012,Freeze-dried plant preparation,plant_preparation,,Senna alata,Leaves,2000,µg/mL,2000,MTT_color,=,"Yellow, no blue conversion",categorical,,,−,,,Acromyrmex octospinosus,Leucocoprinus gongylophorus,"Solid area/liquid dry biomass:30 days. MTT added day 15, color scored after a further15 days.",Metabolic readout; do not pool with growth inhibition or confirmed killing,"Authors classify yellow as fungicidal and blue as fungistatic. These are source classifications, not an independently validated killing endpoint.","MTT color is a metabolic proxy; authors classify yellow as fungicidal, but no recovery-transfer assay is reported. Several IC estimates lie outside tested 500–2000 µg/mL range. Exact active molecules not established.",PDF 5 / printed 1228; Tables 2–3,https://doi.org/10.1603/EC11313,sources/boulogne2012.pdf,boulogne2012,Liquid-medium MTT,Nominal concentration label; possible dilution on inoculation,,,boulogne2012,2
F066,lobo2020papaya,Ethanol leaf extract E1,crude_extract,E1,Carica papaya,Young and older leaves,2.5,mg/mL,2500.0,growth_inhibition,=,100,percent,0,100,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Dried extract per medium volume,,,lobo2020papaya,2
F067,lobo2020papaya,Ethanol leaf extract E2,crude_extract,E2,Carica papaya,Young and older leaves,2.5,mg/mL,2500.0,growth_inhibition,=,100,percent,0,100,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Dried extract per medium volume,,,lobo2020papaya,2
F068,lobo2020papaya,Leaf fraction F1,fraction_mixture,F1,Carica papaya,Leaves,2.5,mg/mL,2500.0,growth_inhibition,=,43.18,percent,,43.18,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Numerical prose value at 2.5 mg/mL; lower-dose graph not digitized.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Fraction mass per medium volume,,,lobo2020papaya,2
F069,lobo2020papaya,Leaf fraction F2,fraction_mixture,F2,Carica papaya,Leaves,2.5,mg/mL,2500.0,growth_inhibition,=,63.87,percent,,63.87,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Numerical prose value at 2.5 mg/mL; lower-dose graph not digitized.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Fraction mass per medium volume,,,lobo2020papaya,2
F070,lobo2020papaya,Leaf fraction F3,fraction_mixture,F3,Carica papaya,Leaves,2.5,mg/mL,2500.0,growth_inhibition,=,100,percent,,100,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Numerical prose value at 2.5 mg/mL; lower-dose graph not digitized.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Fraction mass per medium volume,,,lobo2020papaya,2
