source_id,title,authors,year,language,document_type,doi,original_url,local_file,validation_status,notes
s2_0935268b82,Laccase detoxification mediates the nutritional alliance between leaf-cutting ants and fungus-garden symbionts,Henrik H. De Fine Licht; M. Schiøtt; A. Rogowska-Wrzesińska; S. Nygaard; P. Roepstorff; J. Boomsma,2012,Not checked,Indexed literature record (type to verify),10.1073/pnas.1212709110,https://doi.org/10.1073/pnas.1212709110,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_0a21b9e2e6,Communication or Toxicity: What Is the Effect of Cycloheximide on Leaf-Cutting Ant Workers?,Kátia Kaelly Andrade Sousa; Roberto da Silva Camargo; L. C. Forti,2017,Not checked,Indexed literature record (type to verify),10.3390/insects8040126,https://doi.org/10.3390/insects8040126,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_0cb48910a7,Preferência de corte de Acromyrmex ambiguus Emery 1887 (Hymenoptera: Formicidae) por três cultivares de pessegueiro em condições de laboratório,J. Rosado; A. E. Loeck; N. Mayer; D. Freitas; Marcelo Perrone; M. G. D. Gonçalves,2012,Portuguese title; full text not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/0cb48910a782df3974c318db70f2783db60f1e95,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_103ddb3bcf,Does mining waste concentration in the soil interfere with leaf selection by Acromyrmex subterraneus (Formicidae)?,F. Nascimento; A. M. O. Toledo; M. Pimenta; C. D. Resende; P. H. P. Peixoto; Arthur Zimerer; J. Lopes,2021,Not checked,Indexed literature record (type to verify),10.1111/btp.12892,https://doi.org/10.1111/btp.12892,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_20cc892ef0,Avoiding plants unsuitable for the symbiotic fungus: learning and long-term memory in leaf-cutting ants,N. Saverschek; H. Herz; M. Wagner; F. Roces,2010,Not checked,Indexed literature record (type to verify),10.1016/J.ANBEHAV.2009.12.021,https://doi.org/10.1016/J.ANBEHAV.2009.12.021,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_23729b8e15,The chemical basis for the use of citrus pulp as a fungus garden substrate by the leaf-cutting ants Atta cephalotes (L.) and Acromyrmex octospinosus (Reich) (Hymenoptera: Formicidae),A. Mudd; D. Peregrine; J. M. Cherrett,1978,Not checked,Indexed literature record (type to verify),10.1017/S0007485300009639,https://doi.org/10.1017/S0007485300009639,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_277be4a502,"From Plants to the Fungus Garden: Physical, Chemical, and Behavioral Factors Influencing Foraging in Leaf-Cutting Ants",R. S. Camargo; L. Forti; C. Matos; F. Guilherme; N. Oliveira; A. A. Moreira; J. E. Serrão; M. A. Castellani; J. C. Zanúncio; J. Portugal; T.R. MELO SOUZA; B. S. Coelho,2026,Not checked,Indexed literature record (type to verify),10.1590/1519-6984.306398,https://doi.org/10.1590/1519-6984.306398,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_27cfab035a,"Fungal endophyte effects on leaf chemistry alter the in vitro growth rates of leaf-cutting ants' fungal mutualist, Leucocoprinus gongylophorus",C. Estrada; Enith I. Rojas; W. Wcislo; Sunshine A. Van Bael,2014,Not checked,Indexed literature record (type to verify),10.1016/J.FUNECO.2013.12.009,https://doi.org/10.1016/J.FUNECO.2013.12.009,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_28abd82b3c,Foraging leaf-cutting ants reject plants based on the gardeners' experience,F. Roces; N. Saverschek,2014,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/28abd82b3c0aa3b11bf5e04d10c9b3fcdd12c159,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_292de18063,Seasonal Activity and Foraging Preferences of the Leaf-Cutting Ant Atta sexdens piriventris (Santschi) (Hymenoptera: Formicidae),A. Giesel; M. Boff; P. Boff,2013,Not checked,Indexed literature record (type to verify),10.1007/s13744-013-0160-2,https://doi.org/10.1007/s13744-013-0160-2,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_2dc88d0787,Selective fern herbivory by leaf-cutter ants of Atta cephalotes (L.) in Brazil,R. Farias; L. Costa; I. C. L. Barros; A. F. M. Oliveira; Klaus Mehltreter,2018,Not checked,Indexed literature record (type to verify),10.1007/s40415-018-0499-z,https://doi.org/10.1007/s40415-018-0499-z,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_30bb198c79,The role of chemical signalling in maintenance of the fungus garden by leaf-cutting ants,P. C. W. Green; P. W. Kooij,2018,Not checked,Indexed literature record (type to verify),10.1007/s00049-018-0260-x,https://doi.org/10.1007/s00049-018-0260-x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_30c3c8c01e,Behavioral Changes in Workers of the Leaf-Cutting Ant Atta sexdens rubropilosa Induced by Chemical Components of Eucalyptus maculata Leaves,A. L. Júnior Marsaro; R. C. Souza; T. Della Lucia; J. Fernandes; M. Silva; P. Vieira,2004,Not checked,Indexed literature record (type to verify),10.1023/B:JOEC.0000042400.14451.08,https://doi.org/10.1023/B:JOEC.0000042400.14451.08,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_30d5ce15b2,"Leaf nutrient content and host plant selection by leaf‐cutter ants, Atta laevigata, in a Neotropical savanna",F. Mundim; A. N. Costa; H. Vasconcelos,2009,Not checked,Indexed literature record (type to verify),10.1111/j.1570-7458.2008.00789.x,https://doi.org/10.1111/j.1570-7458.2008.00789.x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_33ab7c3ab5,Toxicity of foliage extracts of Tithonia diversifolia (Asteraceae) on Atta cephalotes (Hymenoptera: Myrmicinae) workers,Karen Castaño-Quintana; J. Montoya-Lerma; Carolina Giraldo-Echeverri,2013,Not checked,Indexed literature record (type to verify),10.1016/J.INDCROP.2012.11.039,https://doi.org/10.1016/J.INDCROP.2012.11.039,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_357f1dc16c,Quality control by leaf-cutting ants: evidence from communities of endophytic fungi in foraged and rejected vegetation,S. L. Rocha; Vanessa L. Jorge; T. M. C. Della Lucia; R. Barreto; H. Evans; S. Elliot,2014,Not checked,Indexed literature record (type to verify),10.1007/s11829-014-9329-9,https://doi.org/10.1007/s11829-014-9329-9,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_3a41c43771,"Assessment of the behaviour patterns of the lemon leaf-cutting ant, Atta sexdens rubropilosa (Hymenoptera: Formicidae), to natural sources of allelochemicals",F. Sales,1994,Not checked,Indexed literature record (type to verify),10.1017/S0007485300032259,https://doi.org/10.1017/S0007485300032259,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_3a7a1b518d,Preliminary investigations on the selection of citrus species by the leafcutting ant Acromyrmex octospinosus Reich Formicidae Attini,G. Pollard; R. Riley; Errol Wattle,1983,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/3a7a1b518dd3672a2cf59c387ed5a9d19e2a1f30,,Discovery lead: original results require validation,Original citrus-preference study dates to 1983; indexed 2016 is not the study date. Verify full bibliographic record.
s2_3d3a21bfd5,"Physical resistance as a criterion in the selection of foraging material by Acromyrmex subterraneus brunneus Forel, 1911 (Hym., Formicidae)",R. Camargo; L. Forti; C. Matos; J. Lopes; A. P. P. Andrade,2004,Not checked,Indexed literature record (type to verify),10.1111/j.1439-0418.2004.00844.x,https://doi.org/10.1111/j.1439-0418.2004.00844.x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_487e89a564,Leaf-cutting ants toxicity of limonexic acid and degraded limonoids from Raulinoa echinata.: X-ray structure of epoxy-fraxinellone,M. Biavatti; Rosângela Westerlon; P. Vieira; M. Silva; João Batista Fernandes; M. Peñaflor; O. Bueno; J. Ellena,2005,Not checked,Indexed literature record (type to verify),10.1590/S0103-50532005000800025,https://doi.org/10.1590/S0103-50532005000800025,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_4dba71731d,Electrophysiological Responses of Atta sexdens rubropilosa Workers to Essential Oils of Eucalyptus and its Chemical Composition,Luciane G. Batista-Pereira; J. Fernandes; M. Silva; P. Vieira; O. Bueno; A. Corrêa,2006,Not checked,Indexed literature record (type to verify),10.1515/znc-2006-9-1023,https://doi.org/10.1515/znc-2006-9-1023,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_4f565cafd7,Leaf-cutting ants and avoided plants: Defences against Atta texana attack,D. A. Waller,1982,Not checked,Indexed literature record (type to verify),10.1007/BF00367966,https://doi.org/10.1007/BF00367966,,Discovery lead: original results require validation,S2 year 2004 corrected to original 1982; avoidance can reflect toughness rather than repellence.
s2_5434b92022,A Volatile Semiochemical Released by the Fungus Garden of Leaf-Cutting Ants,K. K. Sousa; G. C. Catalani; T. Gianeti; R. Camargo; N. Caldato; V. M. Ramos; L. C. Forti,2020,Not checked,Indexed literature record (type to verify),10.1653/024.103.0401,https://doi.org/10.1653/024.103.0401,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_545ed4b079,Leaf‐cutting ant preferences for five native tropical plantation tree species growing under different light conditions,P. Folgarait; L. Dyer; R. Marquis; H. E. Braker,1996,Not checked,Indexed literature record (type to verify),10.1111/j.1570-7458.1996.tb00968.x,https://doi.org/10.1111/j.1570-7458.1996.tb00968.x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_5778055e9c,"Chemical Ecology of Host Plant Selection by the Leaf-Cutting Ant, Atta cephalotes",J. J. Howard; D. Wiemer,2019,Not checked,Indexed literature record (type to verify),10.1201/9780429038266-22,https://doi.org/10.1201/9780429038266-22,,Discovery lead: original results require validation,2019 electronic edition/reprint. Original Howard & Wiemer book chapter is 1986; do not count as a new experiment.
s2_5a56997c2f,"Influence of biotic, chemical and mechanical plant defenses on the foraging pattern of the leaf-cutter ant ( Acromyrmex striatus ) in a subtropical forest",P. Folgarait; A. G. F. Brener; J. Protomastro,1994,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/5a56997c2f9a2b854089c108e175e873b6ed7dc9,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_5a95f3e97b,Avoidance of plants unsuitable for the symbiotic fungus in leaf-cutting ants: Learning can take place entirely at the colony dump,A. Arenas; F. Roces,2017,Not checked,Indexed literature record (type to verify),10.1371/journal.pone.0171388,https://doi.org/10.1371/journal.pone.0171388,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_5e47ee6c34,Exposure to creosote bush phenolic resin causes avoidance in the leaf-cutting ant Acromyrmex lobicornis (Formicidae: Attini),A. Medina; A. Mangione; Matías García,2012,Not checked,Indexed literature record (type to verify),10.4067/S0716-078X2012000200007,https://doi.org/10.4067/S0716-078X2012000200007,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_64c1df6e68,Aversive learning as a behavioural mechanism of plant selection in the leaf-cutting ant Atta sexdens (Hymeno,Jonathan Rodríguez,,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/64c1df6e68c8665a1e02503ae4830a135849069c,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_684ffebf51,Infidelity of leafcutting ants to host plants: resource heterogeneity or defense induction?,J. J. Howard,1990,Not checked,Indexed literature record (type to verify),10.1007/BF00317488,https://doi.org/10.1007/BF00317488,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_7007c43769,Foraging Leaf-Cutting Ants Learn to Reject Vitis vinifera ssp. vinifera Plants that Emit Herbivore-Induced Volatiles,T. Thiele; Christian Kost; F. Roces; R. Wirth,2014,Not checked,Indexed literature record (type to verify),10.1007/s10886-014-0460-y,https://doi.org/10.1007/s10886-014-0460-y,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_70e01d24d5,From Plants to Ants: Fungal Modification of Leaf Lipids for Nutrition and Communication in the Leaf-Cutter Ant Fungal Garden Ecosystem,L. Khadempour; J. Kyle; B. Webb-Robertson; C. Nicora; F. Smith; Richard D. Smith; M. Lipton; C. Currie; Erin S. Baker; Kristin E. Burnum-Johnson,2020,Not checked,Indexed literature record (type to verify),10.1128/mSystems.01307-20,https://doi.org/10.1128/mSystems.01307-20,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_7324ad4e89,Phytochemical characteristics of leaves determine foraging rate of the leaf-cutting ant Atta mexicana (Smith) (Hymenoptera: Formicidae),D. A. Infante-Rodríguez; J. Monribot-Villanueva; Klaus Mehltreter; G. Carrión; J. Lachaud; A. C. Velázquez-Narváez; Víctor Vásquez-Reyes; J. Valenzuela-González; J. A. Guerrero-Analco,2020,Not checked,Indexed literature record (type to verify),10.1007/s00049-020-00306-4,https://doi.org/10.1007/s00049-020-00306-4,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_75eed3a16f,Do Leaf Cutting Ants Cut Undetected? Testing the Effect of Ant-Induced Plant Defences on Foraging Decisions in Atta colombica,Christian Kost; Martin Tremmel; R. Wirth,2011,Not checked,Indexed literature record (type to verify),10.1371/journal.pone.0022340,https://doi.org/10.1371/journal.pone.0022340,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_7d393f3413,Field colonies of leaf‐cutting ants select plant materials containing low abundances of endophytic fungi,Kyle E. Coblentz; Sunshine A. Van Bael,2013,Not checked,Indexed literature record (type to verify),10.1890/ES13-00012.1,https://doi.org/10.1890/ES13-00012.1,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_84c804eee5,Foraging preference of Atta cephalotes (Hymenoptera: Formicidae),L. Klein,2016,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/84c804eee54657da976b9e47f80e8fbf20116423,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_8dc0c867db,The Effect of nest Size and Species Identity on Plant Selection in Acromyrmex Leaf-Cutting Ants,L. Jofré; A. Medina; A. Farji-Brener; M. Moglia,2018,Not checked,Indexed literature record (type to verify),10.13102/SOCIOBIOLOGY.V65I3.3263,https://doi.org/10.13102/SOCIOBIOLOGY.V65I3.3263,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_9151464ace,ESTUDO FITOQUÍMICO DE Anacardium humile ASSOCIADO AO CONTROLE DE FORMIGAS CORTADEIRAS Atta sexdens rubropilosa,Fernandes Martins Nicolas,2011,Portuguese title; full text not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/9151464acede0c1601e37c64a766eda94d3023c3,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_91b153c2bb,"Host-plant selection, diet diversity, and optimal foraging in a tropical leafcutting ant",L. Rockwood; Stephen P. Hubbell,1987,Not checked,Indexed literature record (type to verify),10.1007/BF00377345,https://doi.org/10.1007/BF00377345,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_95f426aaf3,Defence mechanisms in young and old leaves against cutting by the leaf-cutting ants Atta cephalotes (L.) and Acromyrmex octospinosus (Reich) (Hymenoptera: Formicidae),M. Littledyke; J. M. Cherrett,1978,Not checked,Indexed literature record (type to verify),10.1017/S0007485300007343,https://doi.org/10.1017/S0007485300007343,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_9628ad0e5f,"Condensed tannins, attine ants, and the performance of a symbiotic fungus",C. Nichols-orians,1991,Not checked,Indexed literature record (type to verify),10.1007/BF01402942,https://doi.org/10.1007/BF01402942,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_96db2045da,Sustainable Management of Acromyrmex octospinosus (Reich): How Botanical Insecticides and Fungicides Should Promote an Ecofriendly Control Strategy.,I. Boulogne; Lucienne Desfontaine; H. Ozier-Lafontaine; G. Loranger-Merciris,2018,Not checked,Indexed literature record (type to verify),10.13102/SOCIOBIOLOGY.V65I3.1640,https://doi.org/10.13102/SOCIOBIOLOGY.V65I3.1640,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_9b02954344,Selecting the drought stressed: effects of plant stress on intraspecific and within‐plant herbivory patterns of the leaf‐cutting ant Atta colombica,S. Meyer; F. Roces; R. Wirth,2006,Not checked,Indexed literature record (type to verify),10.1111/J.1365-2435.2006.01178.X,https://doi.org/10.1111/J.1365-2435.2006.01178.X,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_a07264e69b,"Differentiation in Selection of Dicots and Grasses by the Leaf-Cutter Ants Atta capiguara, Atta laevigata and Atta sexdens rubropilosa",N. S. Nagamoto; A. A. Carlos; Sinara Maria Moreira; S. S. Verza; G. L. Hirose; L. C. Forti,2009,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/a07264e69ba5262c6b8f8d086dae616154327aa4,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_a3a4e58cb9,Why are leaf‐cutting ants more common in early secondary forests than in old‐growth tropical forests? An evaluation of the palatable forage hypothesis,A. Farji-Brener,2001,Not checked,Indexed literature record (type to verify),10.1034/J.1600-0706.2001.920120.X,https://doi.org/10.1034/J.1600-0706.2001.920120.X,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_a7c567b020,"Chemical Deterrency of Citrus reticulata (Blanco) to the Leaf-Cutting ant, Acromyrmex octospinosus (Reich)",V. Jones; G. Pollard; C. Seaforth,1987,Not checked,Indexed literature record (type to verify),10.1017/S1742758400007050,https://doi.org/10.1017/S1742758400007050,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_aa2a344d39,Chemical defenses in the tree Ziziphus mistol against the leaf-cutting ant Acromyrmex striatus,J. P. Pelotto; Maria D. P. Martinez,2002,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/aa2a344d39fae225ca8d901ad0c98702cf4e04a7,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_ab45fe8dde,Effect of constituents of the foliar wax of Didymopanax vinosum on the foraging activity of the leaf‐cutting ant Atta sexdens rubropilosa,A. Salatino; Regina L. Sugayama; G. Negri; W. Vilegas,1998,Not checked,Indexed literature record (type to verify),10.1046/j.1570-7458.1998.00288.x,https://doi.org/10.1046/j.1570-7458.1998.00288.x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_acab8b276e,"Interactions between leafcutting ants, endophytic fungi and plants",S. L. Rocha,2011,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/acab8b276e3b9d19a0578913c4ac641daa48bfae,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_b09898e2e9,Two fungal symbioses collide: endophytic fungi are not welcome in leaf-cutting ant gardens,Sunshine A. Van Bael; H. Fernández‐Marín; M. C. Valencia; Enith I. Rojas; W. Wcislo; E. Herre,2009,Not checked,Indexed literature record (type to verify),10.1098/rspb.2009.0196,https://doi.org/10.1098/rspb.2009.0196,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_b665e7c054,"Variability in the selection of substrate by the leaf-cutting ants atta cephalotes (L.) and acromyrmex octospinosus (Reich) (Formicidae, Attini)",M. Littledyke; J. M. Cherrett,1975,Not checked,Indexed literature record (type to verify),10.1017/S0007485300005721,https://doi.org/10.1017/S0007485300005721,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_c2f562fe49,Influence of leaf epicuticular waxes from cerrado species on substrate selection by Atta sexdens rubropilosa,Regina L. Sugayama; A. Salatino,1995,Not checked,Indexed literature record (type to verify),10.1111/j.1570-7458.1995.tb01875.x,https://doi.org/10.1111/j.1570-7458.1995.tb01875.x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_c99ce54bd7,Leaf-Cutting Ants (Atta cephalotes) Select Nitrogen-Rich Forage,C. Berish,1986,Not checked,Indexed literature record (type to verify),10.2307/2425863,https://doi.org/10.2307/2425863,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_d11508e0fe,Neotyphodium endophytes in grasses: deterrents or promoters of herbivory by leaf-cutting ants?,T. M. Tibbets; S. Faeth,1999,Not checked,Indexed literature record (type to verify),10.1007/s004420050730,https://doi.org/10.1007/s004420050730,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_dd321c935f,Recognition of endophytic Trichoderma species by leaf-cutting ants and their potential in a Trojan-horse management strategy,S. L. Rocha; H. Evans; Vanessa L. Jorge; L. A. O. Cardoso; F. B. S. Pereira; F. B. Rocha; R. Barreto; A. Hart; S. Elliot,2017,Not checked,Indexed literature record (type to verify),10.1098/rsos.160628,https://doi.org/10.1098/rsos.160628,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_df12ba04c1,Gardeners and midden workers in leaf-cutting ants learn to avoid plants unsuitable for the fungus at their worksites,A. Arenas; F. Roces,2016,Not checked,Indexed literature record (type to verify),10.1016/J.ANBEHAV.2016.03.016,https://doi.org/10.1016/J.ANBEHAV.2016.03.016,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_df46912e4f,Long-term avoidance memory formation is associated with a transient increase in mushroom body synaptic complexes in leaf-cutting ants,A. Falibene; F. Roces; Wolfgang Rössler,2015,Not checked,Indexed literature record (type to verify),10.3389/fnbeh.2015.00084,https://doi.org/10.3389/fnbeh.2015.00084,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_eb65411e1d,Symbiont demand guides resource supply: leaf-cutting ants preferentially deliver their harvested fragments to undernourished fungus gardens,Daniela Römer; Gonzalo Pacheco Aguilar; Annika M. Meyer; F. Roces,2022,Not checked,Indexed literature record (type to verify),10.1007/s00114-022-01797-7,https://doi.org/10.1007/s00114-022-01797-7,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_ec14495df9,Endophytic fungi reduce leaf-cutting ant damage to seedlings,L. Bittleston; F. Brockmann; W. Wcislo; S. V. Van Bael,2011,Not checked,Indexed literature record (type to verify),10.1098/rsbl.2010.0456,https://doi.org/10.1098/rsbl.2010.0456,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_f0aab74b84,Nutritional sources of the fungus cultured by leaf-cutting ants,A. Abril; E. Bucher,2004,Not checked,Indexed literature record (type to verify),10.1016/J.APSOIL.2003.12.008,https://doi.org/10.1016/J.APSOIL.2003.12.008,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_f7508f72d4,Leaf endophyte load influences fungal garden development in leaf-cutting ants,Sunshine A. Van Bael; C. Estrada; S. Rehner; Janette Fabiola Santos; W. Wcislo,2012,Not checked,Indexed literature record (type to verify),10.1186/1472-6785-12-23,https://doi.org/10.1186/1472-6785-12-23,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
