response_group,compound_id,preferred_name,source_id,material_type,identity_status,route,endpoint_family,observation_time,record_count,distinct_doses,original_observations,source_locator,source_url,local_pdf,dose_basis,margin_percentage_points,threshold_percent,lower_exclusive_ug_ml,upper_inclusive_ug_ml,interval_status,scenario_interval,supporting_below_records,supporting_above_records,threshold_indeterminate_records,monotonicity_conflicts
coumarins2005|C041|agar_contact|coarse_visual_growth|30 days at 25±1°C,C041,Umbelliferone,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M006"", ""dose_ug_ml"": 65, ""reported_inhibition"": 60}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,65.0,upper_only,0 < C50 ≤ 65,[],"[""M006""]",[],[]
coumarins2005|C041|agar_contact|coarse_visual_growth|30 days at 25±1°C,C041,Umbelliferone,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M006"", ""dose_ug_ml"": 65, ""reported_inhibition"": 60}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,,unconstrained,No threshold bound from these observations,[],[],"[""M006""]",[]
coumarins2005|C042|agar_contact|coarse_visual_growth|30 days at 25±1°C,C042,Xanthyletin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M007"", ""dose_ug_ml"": 25, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,25.0,upper_only,0 < C50 ≤ 25,[],"[""M007""]",[],[]
coumarins2005|C042|agar_contact|coarse_visual_growth|30 days at 25±1°C,C042,Xanthyletin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M007"", ""dose_ug_ml"": 25, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,25.0,upper_only,0 < C50 ≤ 25,[],"[""M007""]",[],[]
coumarins2005|C042|agar_contact|coarse_visual_growth|30 days at 25±1°C,C042,Xanthyletin,coumarins2005,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M007"", ""dose_ug_ml"": 25, ""reported_inhibition"": 100}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,25.0,upper_only,0 < C50 ≤ 25,[],"[""M007""]",[],[]
coumarins2005|C043|agar_contact|coarse_visual_growth|30 days at 25±1°C,C043,"7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",coumarins2005,pure_compound,database_unresolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M008"", ""dose_ug_ml"": 75, ""reported_inhibition"": 80}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,75.0,upper_only,0 < C50 ≤ 75,[],"[""M008""]",[],[]
coumarins2005|C043|agar_contact|coarse_visual_growth|30 days at 25±1°C,C043,"7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",coumarins2005,pure_compound,database_unresolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M008"", ""dose_ug_ml"": 75, ""reported_inhibition"": 80}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,75.0,upper_only,0 < C50 ≤ 75,[],"[""M008""]",[],[]
coumarins2005|C043|agar_contact|coarse_visual_growth|30 days at 25±1°C,C043,"7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",coumarins2005,pure_compound,database_unresolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M008"", ""dose_ug_ml"": 75, ""reported_inhibition"": 80}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,75.0,upper_only,0 < C50 ≤ 75,[],"[""M008""]",[],[]
coumarins2005|C044|agar_contact|coarse_visual_growth|30 days at 25±1°C,C044,Piperonyl butoxide,coumarins2005,reference_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M009"", ""dose_ug_ml"": 50, ""reported_inhibition"": "">=80""}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,0,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""M009""]",[],[]
coumarins2005|C044|agar_contact|coarse_visual_growth|30 days at 25±1°C,C044,Piperonyl butoxide,coumarins2005,reference_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M009"", ""dose_ug_ml"": 50, ""reported_inhibition"": "">=80""}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,10,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""M009""]",[],[]
coumarins2005|C044|agar_contact|coarse_visual_growth|30 days at 25±1°C,C044,Piperonyl butoxide,coumarins2005,reference_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,30 days at 25±1°C,1,1,"[{""record_id"": ""M009"", ""dose_ug_ml"": 50, ""reported_inhibition"": "">=80""}]",PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,../../sources/coumarins2005.pdf,Final concentration explicitly stated in methods,20,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""M009""]",[],[]
raulinoa2002|C045|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C045,Skimmianine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M010"", ""dose_ug_ml"": 50, ""reported_inhibition"": 60}, {""record_id"": ""M011"", ""dose_ug_ml"": 100, ""reported_inhibition"": 80}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,0,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""M010"", ""M011""]",[],[]
raulinoa2002|C045|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C045,Skimmianine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M010"", ""dose_ug_ml"": 50, ""reported_inhibition"": 60}, {""record_id"": ""M011"", ""dose_ug_ml"": 100, ""reported_inhibition"": 80}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,10,50,,50.0,upper_only,0 < C50 ≤ 50,[],"[""M010"", ""M011""]",[],[]
raulinoa2002|C045|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C045,Skimmianine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M010"", ""dose_ug_ml"": 50, ""reported_inhibition"": 60}, {""record_id"": ""M011"", ""dose_ug_ml"": 100, ""reported_inhibition"": 80}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,20,50,,100.0,upper_only,0 < C50 ≤ 100,[],"[""M011""]","[""M010""]",[]
raulinoa2002|C046|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C046,Kokusaginine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M012"", ""dose_ug_ml"": 50, ""reported_inhibition"": 20}, {""record_id"": ""M013"", ""dose_ug_ml"": 100, ""reported_inhibition"": 100}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,0,50,50.0,100.0,two_sided,50 < C50 ≤ 100,"[""M012""]","[""M013""]",[],[]
raulinoa2002|C046|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C046,Kokusaginine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M012"", ""dose_ug_ml"": 50, ""reported_inhibition"": 20}, {""record_id"": ""M013"", ""dose_ug_ml"": 100, ""reported_inhibition"": 100}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,10,50,50.0,100.0,two_sided,50 < C50 ≤ 100,"[""M012""]","[""M013""]",[],[]
raulinoa2002|C046|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C046,Kokusaginine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M012"", ""dose_ug_ml"": 50, ""reported_inhibition"": 20}, {""record_id"": ""M013"", ""dose_ug_ml"": 100, ""reported_inhibition"": 100}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,20,50,50.0,100.0,two_sided,50 < C50 ≤ 100,"[""M012""]","[""M013""]",[],[]
raulinoa2002|C047|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C047,Maculine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M014"", ""dose_ug_ml"": 50, ""reported_inhibition"": 10}, {""record_id"": ""M015"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,0,50,50.0,100.0,two_sided,50 < C50 ≤ 100,"[""M014""]","[""M015""]",[],[]
raulinoa2002|C047|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C047,Maculine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M014"", ""dose_ug_ml"": 50, ""reported_inhibition"": 10}, {""record_id"": ""M015"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,10,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""M014""]",[],"[""M015""]",[]
raulinoa2002|C047|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C047,Maculine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M014"", ""dose_ug_ml"": 50, ""reported_inhibition"": 10}, {""record_id"": ""M015"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,20,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""M014""]",[],"[""M015""]",[]
raulinoa2002|C048|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C048,Flindersiamine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,1,1,"[{""record_id"": ""M016"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,0,50,,100.0,upper_only,0 < C50 ≤ 100,[],"[""M016""]",[],[]
raulinoa2002|C048|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C048,Flindersiamine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,1,1,"[{""record_id"": ""M016"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,10,50,,,unconstrained,No threshold bound from these observations,[],[],"[""M016""]",[]
raulinoa2002|C048|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C048,Flindersiamine,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,1,1,"[{""record_id"": ""M016"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,20,50,,,unconstrained,No threshold bound from these observations,[],[],"[""M016""]",[]
raulinoa2002|C049|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C049,2-n-Nonyl-4-quinolone,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M017"", ""dose_ug_ml"": 50, ""reported_inhibition"": 20}, {""record_id"": ""M018"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,0,50,50.0,100.0,two_sided,50 < C50 ≤ 100,"[""M017""]","[""M018""]",[],[]
raulinoa2002|C049|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C049,2-n-Nonyl-4-quinolone,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M017"", ""dose_ug_ml"": 50, ""reported_inhibition"": 20}, {""record_id"": ""M018"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,10,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""M017""]",[],"[""M018""]",[]
raulinoa2002|C049|agar_contact|coarse_visual_growth|Not restated; do not assume the exact duration of the cited protocol.,C049,2-n-Nonyl-4-quinolone,raulinoa2002,pure_compound,achiral_identity_resolved,agar_contact,coarse_visual_growth,Not restated; do not assume the exact duration of the cited protocol.,2,2,"[{""record_id"": ""M017"", ""dose_ug_ml"": 50, ""reported_inhibition"": 20}, {""record_id"": ""M018"", ""dose_ug_ml"": 100, ""reported_inhibition"": 50}]",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,../../sources/raulinoa2002.pdf,Table concentration; detailed assay referred to prior protocol,20,50,50.0,,lower_only,"C50 > 50, or never reaches 50%","[""M017""]",[],"[""M018""]",[]
