record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch,compound_id,preferred_name,identity_status,source_block,compound_source_group,route_for_grouping,endpoint_family,assay_medium,controls_and_replication,donor_replication,dose_ug_ml_for_grouping,comparison_block,conventional_potency_regression_eligible,potency_eligibility_reason,exact_structure_assigned,evidence_direction
F083,souza2005,Syringaresinol,pure_compound,9,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C023,Syringaresinol,stereochemistry_or_identity_review,souza2005,souza2005|C023,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,50,"souza2005|agar_contact|coarse_visual_growth|50|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_inhibition_at_tested_dose
F084,souza2005,Syringaldehyde,pure_compound,10,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C024,Syringaldehyde,achiral_identity_resolved,souza2005,souza2005|C024,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,50,"souza2005|agar_contact|coarse_visual_growth|50|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
F085,souza2005,Vanillic acid,pure_compound,12,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C025,Vanillic acid,achiral_identity_resolved,souza2005,souza2005|C025,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,50,"souza2005|agar_contact|coarse_visual_growth|50|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
F086,souza2005,Dictamine [dictamnine],pure_compound,16,Pilocarpus grandiflorus,Stems,40,µg/mL,40,growth_inhibition,=,40,percent,,40,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C026,Dictamnine,achiral_identity_resolved,souza2005,souza2005|C026,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,40,"souza2005|agar_contact|coarse_visual_growth|40|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
F087,souza2005,1-Methyl-4-methoxy-2-quinolone,pure_compound,17,Pilocarpus grandiflorus,Stems,60,µg/mL,60,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C027,1-Methyl-4-methoxy-2-quinolone,achiral_identity_resolved,souza2005,souza2005|C027,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,60,"souza2005|agar_contact|coarse_visual_growth|60|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,no_inhibition_at_tested_dose
F088,souza2005,Platydesmine,pure_compound,18,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2,C028,Platydesmine,stereochemistry_or_identity_review,souza2005,souza2005|C028,agar_contact,coarse_visual_growth,Paper refers assay to Pagnocca1990 (reference37); does not repeat medium/solvent details.,"Replication and controls referred to previous protocol, not restated in this paper.",Fungus from a nest; other donor details not repeated.,50,"souza2005|agar_contact|coarse_visual_growth|50|Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
F090,melo2020,Isopulegol (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,150.1,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,136.1,165.8,melo2020,2,C029,Isopulegol,stereochemistry_or_identity_review,melo2020,melo2020|C029,fumigation,fitted_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|fitted_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,reported_concentration_endpoint
F092,melo2020,Citral (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,31.7,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,29.1,34.4,melo2020,2,C030,Citral (isomer composition unspecified),isomer_composition_unresolved,melo2020,melo2020|C030,fumigation,fitted_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|fitted_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,reported_concentration_endpoint
F094,melo2020,"1,8-Cineol",pure_compound,,Myrcia lundiana / Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2,C031,"1,8-Cineole",achiral_identity_resolved,melo2020,melo2020|C031,fumigation,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,IC50_not_reached_at_reported_bound
F095,melo2020,Sulcatyl acetate,pure_compound,,Aristolochia trilobata study,Synthesized comparator,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2,C032,Sulcatyl acetate,stereochemistry_or_identity_review,melo2020,melo2020|C032,fumigation,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,IC50_not_reached_at_reported_bound
F096,melo2020,Limonene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2,C033,Limonene,stereochemistry_or_identity_review,melo2020,melo2020|C033,fumigation,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,IC50_not_reached_at_reported_bound
F097,melo2020,Linalool,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2,C034,Linalool,stereochemistry_or_identity_review,melo2020,melo2020|C034,fumigation,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,IC50_not_reached_at_reported_bound
F098,melo2020,p-Cymene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2,C035,p-Cymene,achiral_identity_resolved,melo2020,melo2020|C035,fumigation,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,IC50_not_reached_at_reported_bound
F100,melo2020,Isopulegol (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,696.8,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,636.0,747.6,melo2020,2,C029,Isopulegol,stereochemistry_or_identity_review,melo2020,melo2020|C029,agar_contact,fitted_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|fitted_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,reported_concentration_endpoint
F102,melo2020,Citral (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,289.9,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,241.3,356.4,melo2020,2,C030,Citral (isomer composition unspecified),isomer_composition_unresolved,melo2020,melo2020|C030,agar_contact,fitted_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|fitted_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,reported_concentration_endpoint
F104,melo2020,"1,8-Cineol",pure_compound,,Myrcia lundiana / Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2,C031,"1,8-Cineole",achiral_identity_resolved,melo2020,melo2020|C031,agar_contact,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,IC50_not_reached_at_reported_bound
F105,melo2020,Sulcatyl acetate,pure_compound,,Aristolochia trilobata study,Synthesized comparator,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2,C032,Sulcatyl acetate,stereochemistry_or_identity_review,melo2020,melo2020|C032,agar_contact,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,IC50_not_reached_at_reported_bound
F106,melo2020,Limonene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2,C033,Limonene,stereochemistry_or_identity_review,melo2020,melo2020|C033,agar_contact,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,IC50_not_reached_at_reported_bound
F107,melo2020,Linalool,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2,C034,Linalool,stereochemistry_or_identity_review,melo2020,melo2020|C034,agar_contact,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,IC50_not_reached_at_reported_bound
F108,melo2020,p-Cymene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2,C035,p-Cymene,achiral_identity_resolved,melo2020,melo2020|C035,agar_contact,censored_IC50,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|agar_contact|censored_IC50||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,IC50_not_reached_at_reported_bound
